OBJECTID;WILAYAH;KECAMATAN;KELURAHAN;NO_RT;NO_RW;NO_KEL;NO_KEC;NO_KAB;ID_RT_AR;LUAS_AREA;GENANGAN;TINGGI;FLOOD;KETERANGAN;WAKTU;WAKTU_TEXT;SHAPE.AREA;SHAPE.LEN
35819;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;008;010;1001;01;73;3173011001010008;0,03426088;40 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;34260,88382;798,6750424
35820;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;006;010;1001;01;73;3173011001010006;0,03356912;40 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;33569,11638;778,8651891
35821;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;001;010;1001;01;73;3173011001010001;0,04098124;40 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;40981,23825;984,0598237
35822;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;012;010;1001;01;73;3173011001010012;0,04015388;40 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;40153,87616;946,5442308
35823;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;001;011;1001;01;73;3173011001011001;0,01679999;40 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;16799,99356;572,4978523
35824;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;005;011;1001;01;73;3173011001011005;0,02246772;40 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;22467,71887;727,0473027
35825;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;007;011;1001;01;73;3173011001011007;0,01203962;40 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;12039,61611;493,7739851
35826;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;002;011;1001;01;73;3173011001011002;0,01387676;40 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;13876,76406;521,7368363
35138;JAKARTA BARAT;KALI DERES;KAMAL;009;001;1004;06;73;3173061004001009;0,09085743;40 CM;2;YES;ROB;2021-12-07 18.00.18;2021-12-07 18:00;90857,43007;1404,937849
35139;JAKARTA BARAT;KALI DERES;KAMAL;004;001;1004;06;73;3173061004001004;0,01277169;40 CM;2;YES;ROB;2021-12-07 18.00.18;2021-12-07 18:00;12771,68586;528,4756952
35140;JAKARTA BARAT;KALI DERES;KAMAL;005;001;1004;06;73;3173061004001005;0,03881479;40 CM;2;YES;ROB;2021-12-07 18.00.18;2021-12-07 18:00;38814,79114;879,4862586
35141;JAKARTA UTARA;PADEMANGAN;ANCOL;002;008;1003;05;72;3172051003008002;0,00907881;60 s/d 80 CM;3;YES;ROB;2021-12-07 18.00.18;2021-12-07 18:00;9078,812632;409,431586
35142;JAKARTA BARAT;KALI DERES;KAMAL;002;001;1004;06;73;3173061004001002;0,03306157;40 CM;2;YES;ROB;2021-12-07 18.00.18;2021-12-07 18:00;33061,57103;932,8097809
35143;JAKARTA BARAT;KALI DERES;TEGAL ALUR;015;009;1003;06;73;3173061003009015;0,03321654;45 CM;2;YES;ROB;2021-12-07 18.00.18;2021-12-07 18:00;33216,53986;824,9242842
35144;JAKARTA BARAT;KALI DERES;TEGAL ALUR;013;009;1003;06;73;3173061003009013;0,01362145;45 CM;2;YES;ROB;2021-12-07 18.00.18;2021-12-07 18:00;13621,44949;513,0393223
36607;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;006;007;1001;03;75;3175031001007006;0,00323987;160 cm;4;YES;-;2022-07-16 10.00.28;2022-07-16 10:00;3240,667513;274,167211
36608;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;004;008;1001;03;75;3175031001008004;0,00455629;160 cm;4;YES;-;2022-07-16 10.00.28;2022-07-16 10:00;4557,407831;317,9883566
36687;JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;010;005;1002;05;74;3174051002005010;0,01661873;130 cm;3;YES;nan;2022-07-16 15.00.19;2022-07-16 15:00;16621,2164;683,6830736
36688;JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;003;008;1002;05;74;3174051002008003;0,01945237;90 cm;3;YES;nan;2022-07-16 15.00.19;2022-07-16 15:00;19455,2389;594,384599
36689;JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;002;001;1002;05;74;3174051002001002;0,01560462;60 cm;2;YES;nan;2022-07-16 15.00.19;2022-07-16 15:00;15607,00525;509,2504164
35827;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;003;010;1001;01;73;3173011001010003;0,03016137;40 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;30161,36893;925,025664
35828;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;004;010;1001;01;73;3173011001010004;0,01576203;40 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;15762,0269;829,3388463
35829;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;009;010;1001;01;73;3173011001010009;0,06051581;40 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;60515,80553;1184,191592
35830;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;011;010;1001;01;73;3173011001010011;0,0229731;40 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;22973,09758;785,7901088
35831;JAKARTA BARAT;KALI DERES;TEGAL ALUR;001;003;1003;06;73;3173061003003001;0,02067218;50 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;20672,18251;635,244233
35832;JAKARTA BARAT;KALI DERES;TEGAL ALUR;005;003;1003;06;73;3173061003003005;0,01993839;40 s.d 45 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;19938,39001;621,2295916
35833;JAKARTA BARAT;KALI DERES;TEGAL ALUR;001;002;1003;06;73;3173061003002001;0,43747325;50 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;437473,253;3099,58958
35834;JAKARTA BARAT;KALI DERES;TEGAL ALUR;015;003;1003;06;73;3173061003003015;0,03946249;50 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;39462,49096;868,5079642
36690;JAKARTA SELATAN;KEBAYORAN LAMA;KEBAYORAN LAMA UTARA;013;011;1001;05;74;3174051001011013;0,01957606;50 cm;2;YES;nan;2022-07-16 15.00.19;2022-07-16 15:00;19578,96198;683,0184416
36691;JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;016;005;1002;05;74;3174051002005016;0,00833539;130 cm;3;YES;nan;2022-07-16 15.00.19;2022-07-16 15:00;8336,627771;537,0360602
36692;JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;017;005;1002;05;74;3174051002005017;0,00399925;130 cm;3;YES;nan;2022-07-16 15.00.19;2022-07-16 15:00;3999,839185;311,4709083
36693;JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;014;005;1002;05;74;3174051002005014;0,0051489;130 cm;3;YES;nan;2022-07-16 15.00.19;2022-07-16 15:00;5149,658259;418,9486227
36694;JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;013;005;1002;05;74;3174051002005013;0,01319161;130 cm;3;YES;nan;2022-07-16 15.00.19;2022-07-16 15:00;13193,57734;580,0161564
36695;JAKARTA SELATAN;PESANGGRAHAN;BINTARO;005;004;1002;10;74;3174101002004005;0,01839612;120 cm;3;YES;nan;2022-07-16 15.00.19;2022-07-16 15:00;18398,90599;562,9115034
36696;JAKARTA SELATAN;PESANGGRAHAN;PESANGGRAHAN;001;001;1001;10;74;3174101001001001;0,04698653;40 cm;2;YES;nan;2022-07-16 15.00.19;2022-07-16 15:00;46993,35945;901,7775218
36697;JAKARTA SELATAN;PESANGGRAHAN;PESANGGRAHAN;003;001;1001;10;74;3174101001001003;0,00958711;40 cm;2;YES;nan;2022-07-16 15.00.19;2022-07-16 15:00;9588,489245;497,5919551
36698;JAKARTA SELATAN;PESANGGRAHAN;PESANGGRAHAN;002;001;1001;10;74;3174101001001002;0,0062194;40 cm;2;YES;nan;2022-07-16 15.00.19;2022-07-16 15:00;6220,299186;394,058953
36699;JAKARTA BARAT;KEMBANGAN;KEMBANGAN SELATAN;007;001;1006;08;73;3173081006001007;0,26279339;70 cm;2;YES;nan;2022-07-16 15.00.19;2022-07-16 15:00;262819,3005;2543,420578
35835;JAKARTA BARAT;KALI DERES;TEGAL ALUR;002;011;1003;06;73;3173061003011002;0,04908593;40 s.d 45 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;49085,92952;1073,700712
35836;JAKARTA BARAT;KALI DERES;TEGAL ALUR;003;003;1003;06;73;3173061003003003;0,01695412;50 cm;3;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;16954,12045;654,5338786
35837;JAKARTA BARAT;KALI DERES;TEGAL ALUR;007;003;1003;06;73;3173061003003007;0,00879268;40 s.d 45 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;8792,679652;391,4724326
35838;JAKARTA BARAT;KALI DERES;TEGAL ALUR;008;004;1003;06;73;3173061003004008;0,00831877;40 s.d 45 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;8318,770937;397,3350407
35839;JAKARTA BARAT;KALI DERES;TEGAL ALUR;006;004;1003;06;73;3173061003004006;0,00375123;40 s.d 45 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;3751,233891;323,3896095
35840;JAKARTA BARAT;KALI DERES;TEGAL ALUR;005;015;1003;06;73;3173061003015005;0,10727581;40 s.d 45 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;107275,8108;1545,987336
35841;JAKARTA BARAT;KALI DERES;TEGAL ALUR;001;011;1003;06;73;3173061003011001;0,0579977;50 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;57997,69972;1047,175282
35842;JAKARTA BARAT;KALI DERES;TEGAL ALUR;005;004;1003;06;73;3173061003004005;0,00731695;40 s.d 45 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;7316,952833;391,0709427
35843;JAKARTA BARAT;KALI DERES;TEGAL ALUR;002;003;1003;06;73;3173061003003002;0,02491154;40 s.d 45 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;24911,54413;888,3239112
35844;JAKARTA BARAT;KALI DERES;TEGAL ALUR;008;002;1003;06;73;3173061003002008;0,02486095;50 cm;3;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;24860,95042;636,7442936
36700;JAKARTA BARAT;KEMBANGAN;KEMBANGAN SELATAN;008;001;1006;08;73;3173081006001008;0,20430972;70 cm;2;YES;nan;2022-07-16 15.00.19;2022-07-16 15:00;204328,8814;2368,908638
36701;JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;015;005;1002;05;74;3174051002005015;0,00151058;130 cm;3;YES;nan;2022-07-16 15.00.19;2022-07-16 15:00;1510,8087;181,58742
36702;JAKARTA BARAT;KEMBANGAN;KEMBANGAN UTARA;007;007;1001;08;73;3173081001007007;0,02277109;100 cm;3;YES;nan;2022-07-16 15.00.19;2022-07-16 15:00;22774,11145;618,2040037
36703;JAKARTA SELATAN;KEBAYORAN LAMA;KEBAYORAN LAMA UTARA;012;011;1001;05;74;3174051001011012;0,02768863;50 cm;2;YES;nan;2022-07-16 15.00.19;2022-07-16 15:00;27692,74449;858,9496023
36704;JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;001;001;1002;05;74;3174051002001001;0,02017897;60 cm;2;YES;nan;2022-07-16 15.00.19;2022-07-16 15:00;20182,0883;732,8546233
36705;JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;004;008;1002;05;74;3174051002008004;0,02384438;90 cm;3;YES;nan;2022-07-16 15.00.19;2022-07-16 15:00;23847,91012;765,8396831
36947;JAKARTA SELATAN;CILANDAK;CILANDAK BARAT;008;011;1001;06;74;3174061001011008;0,04675351;50 cm;2;YES;Curah Hujan Tinggi dan Luapan Kali Krukut;2022-09-24 0.00.19;2022-09-24 00:00;46762,47364;1030,62763
36948;JAKARTA SELATAN;CILANDAK;PONDOK LABU;012;003;1003;06;74;3174061003003012;0,02211212;70 cm;2;YES;Curah Hujan Tinggi;2022-09-24 0.00.19;2022-09-24 00:00;22116,30611;786,221099
36949;JAKARTA SELATAN;JAGAKARSA;JAGAKARSA;005;005;1001;09;74;3174091001005005;0,09926394;50 cm;2;YES;Curah Hujan Tinggi;2022-09-24 0.00.19;2022-09-24 00:00;99284,19473;1678,521292
35845;JAKARTA BARAT;KALI DERES;TEGAL ALUR;003;011;1003;06;73;3173061003011003;0,03227178;40 s.d 45 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;32271,78346;749,2107696
35846;JAKARTA BARAT;KALI DERES;TEGAL ALUR;009;002;1003;06;73;3173061003002009;0,03556792;50 cm;3;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;35567,92328;830,9186831
35847;JAKARTA BARAT;KALI DERES;TEGAL ALUR;007;002;1003;06;73;3173061003002007;0,0325066;50 cm;3;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;32506,60392;783,2515349
35848;JAKARTA BARAT;KALI DERES;TEGAL ALUR;006;002;1003;06;73;3173061003002006;0,06237279;50 cm;3;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;62372,78972;1170,334322
35849;JAKARTA BARAT;KALI DERES;TEGAL ALUR;005;002;1003;06;73;3173061003002005;0,01595591;50 cm;3;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;15955,91152;529,8292024
35850;JAKARTA BARAT;KALI DERES;TEGAL ALUR;011;002;1003;06;73;3173061003002011;0,0254438;50 cm;3;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;25443,79705;656,0543617
35851;JAKARTA BARAT;KALI DERES;TEGAL ALUR;003;002;1003;06;73;3173061003002003;0,05550789;50 cm;3;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;55507,89266;971,0963152
35852;JAKARTA BARAT;KALI DERES;TEGAL ALUR;002;002;1003;06;73;3173061003002002;0,02009923;50 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;20099,2297;626,3682401
35853;JAKARTA BARAT;KALI DERES;TEGAL ALUR;004;002;1003;06;73;3173061003002004;0,03670222;50 cm;3;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;36702,21981;798,7769098
35854;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;005;010;1001;01;73;3173011001010005;0,01214295;40 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;12142,9486;468,9936349
35855;JAKARTA BARAT;KALI DERES;TEGAL ALUR;007;004;1003;06;73;3173061003004007;0,00585483;40 s.d 45 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;5854,826695;400,7893176
36950;JAKARTA SELATAN;CILANDAK;CILANDAK BARAT;009;011;1001;06;74;3174061001011009;0,05310074;50 cm;2;YES;Curah Hujan Tinggi dan Luapan Kali Krukut;2022-09-24 0.00.19;2022-09-24 00:00;53110,955;1195,764733
36951;JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;009;003;1003;04;74;3174041003003009;0,15429703;90 cm;2;YES;Curah Hujan Tinggi dan Luapan Kali Krukut;2022-09-24 0.00.19;2022-09-24 00:00;154326,4699;1960,58078
37371;JAKARTA BARAT;KEMBANGAN;KEMBANGAN UTARA;007;001;1001;08;73;3173081001001007;0,07530738;70 cm;2;YES;nan;2022-10-07 15.00.19;2022-10-07 15:00;75315,50266;1838,071415
37372;JAKARTA BARAT;KEBON JERUK;KEBON JERUK;008;001;1001;05;73;3173051001001008;0,02877254;40 cm;2;YES;nan;2022-10-07 15.00.19;2022-10-07 15:00;28776,66389;850,8786636
37373;JAKARTA BARAT;KEBON JERUK;KEBON JERUK;012;007;1001;05;73;3173051001007012;0,01961456;40 cm;2;YES;nan;2022-10-07 15.00.19;2022-10-07 15:00;19617,35708;596,6424613
37374;JAKARTA BARAT;KEBON JERUK;KEBON JERUK;005;001;1001;05;73;3173051001001005;0,02648933;40 cm;2;YES;nan;2022-10-07 15.00.19;2022-10-07 15:00;26493,11135;676,9986503
35856;JAKARTA BARAT;KALI DERES;TEGAL ALUR;004;003;1003;06;73;3173061003003004;0,00671283;40 s.d 45 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;6712,825885;338,5811182
35857;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;006;011;1001;01;73;3173011001011006;0,01126138;40 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;11261,37619;493,065208
35858;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;010;010;1001;01;73;3173011001010010;0,01689759;40 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;16897,593;574,0225979
35859;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;007;010;1001;01;73;3173011001010007;0,06644346;40 cm;2;YES;nan;2022-01-20 3.00.19;2022-01-20 03:00;66443,46417;1195,315193
37375;JAKARTA BARAT;KEMBANGAN;KEMBANGAN UTARA;007;001;1001;08;73;3173081001001007;0,07530738;60 cm;2;YES;nan;2022-10-07 18.00.19;2022-10-07 18:00;75315,50266;1838,071415
37376;JAKARTA TIMUR;CIPAYUNG;LUBANG BUAYA;002;012;1007;10;75;3175101007012002;0,01912389;40 cm;2;YES;nan;2022-10-07 18.00.19;2022-10-07 18:00;19129,65754;610,9188339
37377;JAKARTA TIMUR;CIRACAS;RAMBUTAN;012;002;1005;09;75;3175091005002012;0,0258747;50 cm;2;YES;nan;2022-10-07 18.00.19;2022-10-07 18:00;25881,5324;801,8894411
37378;JAKARTA TIMUR;CIRACAS;RAMBUTAN;004;002;1005;09;75;3175091005002004;0,02127711;50 cm;2;YES;nan;2022-10-07 18.00.19;2022-10-07 18:00;21282,72567;925,4580863
37379;JAKARTA TIMUR;JATINEGARA;CIPINANG MUARA;006;013;1006;03;75;3175031006013006;0,01425919;80 cm;3;YES;nan;2022-10-07 18.00.19;2022-10-07 18:00;14263,24531;566,9841405
36798;JAKARTA BARAT;CENGKARENG;KEDAUNG KALI ANGKE;001;005;1004;01;73;3173011004005001;0,04766049;60 cm;2;YES;nan;2022-09-10 6.00.19;2022-09-10 06:00;47667,39257;1257,588095
36799;JAKARTA BARAT;CENGKARENG;DURI KOSAMBI;009;004;1002;01;73;3173011002004009;0,01153761;40 cm;2;YES;nan;2022-09-10 6.00.19;2022-09-10 06:00;11538,73688;534,7799499
36800;JAKARTA BARAT;CENGKARENG;DURI KOSAMBI;010;004;1002;01;73;3173011002004010;0,05112333;40 cm;2;YES;nan;2022-09-10 6.00.19;2022-09-10 06:00;51128,38891;971,7831521
33925;JAKARTA TIMUR;MAKASAR;KEBON PALA;007;001;1003;08;75;3175081003001007;0,01719443;-;2;-;-;2021-02-20 20.43.26;2021-02-20 21:00;17199,07378;571,1576325
33926;JAKARTA SELATAN;PANCORAN;DUREN TIGA;001;005;1004;08;74;3174081004005001;0,02097085;-;2;-;-;2021-02-20 20.43.26;2021-02-20 21:00;20975,23418;777,2121245
33927;JAKARTA UTARA;CILINCING;KALIBARU;001;001;1004;04;72;3172041004001001;0,01393995;-;3;-;-;2021-02-20 20.43.26;2021-02-20 21:00;13944,63545;486,1060149
33928;JAKARTA UTARA;CILINCING;KALIBARU;002;001;1004;04;72;3172041004001002;0,0077784;-;3;-;-;2021-02-20 20.43.26;2021-02-20 21:00;7781,005291;401,1754044
35187;JAKARTA BARAT;KALI DERES;PEGADUNGAN;010;001;1005;06;73;3173061005001010;0,02489262;60 cm;2;Yes;nan;2022-01-18 12.00.19;2022-01-18 12:00;24892,61866;683,3171442
35188;JAKARTA BARAT;CENGKARENG;KAPUK;009;012;1005;01;73;3173011005012009;0,01143109;40 cm;2;Yes;nan;2022-01-18 12.00.19;2022-01-18 12:00;11431,08694;453,0642273
35189;JAKARTA BARAT;KALI DERES;TEGAL ALUR;001;011;1003;06;73;3173061003011001;0,0579977;50 cm;2;Yes;nan;2022-01-18 12.00.19;2022-01-18 12:00;57997,69972;1047,175282
35190;JAKARTA BARAT;CENGKARENG;RAWA BUAYA;003;001;1003;01;73;3173011003001003;0,02069616;60 cm;2;Yes;nan;2022-01-18 12.00.19;2022-01-18 12:00;20696,16142;1159,673701
35191;JAKARTA BARAT;KALI DERES;KAMAL;004;001;1004;06;73;3173061004001004;0,01277169;45 cm;2;Yes;nan;2022-01-18 12.00.19;2022-01-18 12:00;12771,68586;528,4756952
35192;JAKARTA BARAT;KALI DERES;KAMAL;005;001;1004;06;73;3173061004001005;0,03881479;45 cm;2;Yes;nan;2022-01-18 12.00.19;2022-01-18 12:00;38814,79114;879,4862586
35193;JAKARTA BARAT;KALI DERES;SEMANAN;003;007;1002;06;73;3173061002007003;0,0691476;60 cm;2;Yes;nan;2022-01-18 12.00.19;2022-01-18 12:00;69147,59876;1365,005981
36772;JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;003;003;1003;04;74;3174041003003003;0,0418778;45 cm;2;YES;Curah Hujan Tinggi;2022-08-16 21.00.20;2022-08-16 21:00;41885,85409;990,505453
36773;JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;009;003;1003;04;74;3174041003003009;0,15429703;45 cm;2;YES;Curah Hujan Tinggi;2022-08-16 21.00.20;2022-08-16 21:00;154326,4699;1960,58078
37380;JAKARTA TIMUR;JATINEGARA;CIPINANG MUARA;012;013;1006;03;75;3175031006013012;0,02942487;90 cm;3;YES;nan;2022-10-07 18.00.19;2022-10-07 18:00;29433,26251;1091,386354
37381;JAKARTA TIMUR;JATINEGARA;CIPINANG MUARA;007;013;1006;03;75;3175031006013007;0,01006222;75 cm;3;YES;nan;2022-10-07 18.00.19;2022-10-07 18:00;10065,07569;528,7756565
36166;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;006;008;1001;03;75;3175031001008006;0,00414511;80 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2022-04-19 9.00.19;2022-04-19 09:00;4146,127577;306,3444291
36167;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;016;008;1001;03;75;3175031001008016;0,00087744;80 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2022-04-19 9.00.19;2022-04-19 09:00;877,6557809;120,7471158
36168;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;010;008;1001;03;75;3175031001008010;0,00152712;50 cm;2;YES;Penyebab : Luapan Kali Ciliwung;2022-04-19 9.00.19;2022-04-19 09:00;1527,497321;207,7799899
36169;JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;006;008;1005;04;74;3174041005008006;0,00965922;110 s.d 140 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2022-04-19 9.00.19;2022-04-19 09:00;9661,476559;471,1123311
36170;JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;010;008;1005;04;74;3174041005008010;0,01734816;110 s.d 140 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2022-04-19 9.00.19;2022-04-19 09:00;17352,15232;528,9956496
36171;JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;008;008;1005;04;74;3174041005008008;0,01509787;110 s.d 140 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2022-04-19 9.00.19;2022-04-19 09:00;15101,38303;709,2027424
36172;JAKARTA SELATAN;PANCORAN;RAWA JATI;003;007;1003;08;74;3174081003007003;0,00689139;90 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2022-04-19 9.00.19;2022-04-19 09:00;6893,097959;332,4602249
36173;JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;007;008;1005;04;74;3174041005008007;0,00725023;110 s.d 140 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2022-04-19 9.00.19;2022-04-19 09:00;7251,909341;418,7084446
36174;JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;017;007;1005;04;74;3174041005007017;0,00924964;110 s.d 140 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2022-04-19 9.00.19;2022-04-19 09:00;9251,809105;481,1755963
36175;JAKARTA TIMUR;KRAMAT JATI;CAWANG;006;008;1007;04;75;3175041007008006;0,00733016;80 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2022-04-19 9.00.19;2022-04-19 09:00;7331,973427;363,7841355
36176;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;012;008;1001;03;75;3175031001008012;0,00241645;50 cm;2;YES;Penyebab : Luapan Kali Ciliwung;2022-04-19 9.00.19;2022-04-19 09:00;2417,046037;209,4445941
33951;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;012;004;1002;03;74;3174031002004012;0,02627155;40 cm;2;YES;nan;2021-04-25 9.00.19;2021-04-25 09:00;26271,54966;1018,291372
33952;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;003;004;1002;03;74;3174031002004003;0,01881972;40 cm;2;YES;nan;2021-04-25 9.00.19;2021-04-25 09:00;18819,71595;770,8895278
35194;JAKARTA BARAT;KALI DERES;KAMAL;002;001;1004;06;73;3173061004001002;0,03306157;45 cm;2;Yes;nan;2022-01-18 12.00.19;2022-01-18 12:00;33061,57103;932,8097809
35195;JAKARTA BARAT;KALI DERES;PEGADUNGAN;003;001;1005;06;73;3173061005001003;0,0105173;60 cm;2;Yes;nan;2022-01-18 12.00.19;2022-01-18 12:00;10517,30408;451,8904317
35196;JAKARTA BARAT;CENGKARENG;CENGKARENG TIMUR;002;005;1006;01;73;3173011006005002;0,00856599;40 cm;2;Yes;nan;2022-01-18 12.00.19;2022-01-18 12:00;8565,990197;465,1891293
33945;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;012;004;1002;03;74;3174031002004012;0,02627155;40 cm;2;YES;nan;2021-04-25 0.00.26;2021-04-25 00:00;26271,54966;1018,291372
33946;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;003;004;1002;03;74;3174031002004003;0,01881972;40 cm;2;YES;nan;2021-04-25 0.00.26;2021-04-25 00:00;18819,71595;770,8895278
34117;JAKARTA BARAT;KEMBANGAN;KEMBANGAN UTARA;007;001;1001;08;73;3173081001001007;0,0753155;60 s.d 70 cm;2;YES;LUAPAN KALI ANGKE;2021-05-18 15.00.19;2021-05-18 15:00;75315,50266;1838,071415
34118;JAKARTA BARAT;CENGKARENG;KEDAUNG KALI ANGKE;001;008;1004;01;73;3173011004008001;0,05833388;40 s.d 70 cm;2;YES;CURAH HUJAN TINGGI DAN LUAPAN KALI ANGKE;2021-05-18 15.00.19;2021-05-18 15:00;58333,87873;1193,785636
34119;JAKARTA BARAT;CENGKARENG;KEDAUNG KALI ANGKE;008;008;1004;01;73;3173011004008008;0,0073546;40 s.d 70 cm;2;YES;CURAH HUJAN TINGGI DAN LUAPAN KALI ANGKE;2021-05-18 15.00.19;2021-05-18 15:00;7354,604212;443,5102725
34120;JAKARTA BARAT;KEBON JERUK;KEDOYA UTARA;001;008;1006;05;73;3173051006008001;0,0089144;40 cm;2;YES;CURAH HUJAN TINGGI;2021-05-18 15.00.19;2021-05-18 15:00;8914,397533;446,980555
34300;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;013;004;1001;03;75;3175031001004013;0,00275061;40 CM;2;YES;LUAPAN KALI CILIWUNG;2021-05-25 9.00.19;2021-05-25 09:00;2750,606532;227,7159693
34301;JAKARTA TIMUR;JATINEGARA;BIDARA CINA;010;007;1002;03;75;3175031002007010;0,00544204;40 S/D 80 CM;3;YES;LUAPAN KALI CILIWUNG;2021-05-25 9.00.19;2021-05-25 09:00;5442,041408;330,4770474
